date,product_id,category,units_sold,unit_price,discount_pct,revenue,cogs,gross_margin,channel,country,returned
2023-12-20,P0077,Sports,55,91.38,0.0,5025.9,3034.35,1991.55,Social Media,Germany,0
2023-12-21,P0077,Sports,73,91.38,0.0,6670.74,4027.41,2643.33,Social Media,Canada,0
2023-12-22,P0077,Sports,55,91.38,0.0,5025.9,3034.35,1991.55,Organic Search,Australia,0
2023-12-23,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Direct,United States,0
2023-12-24,P0077,Sports,100,91.38,0.0,9138.0,5517.0,3621.0,Paid Ads,United Kingdom,0
2023-12-25,P0077,Sports,74,77.67,15.0,5747.8,4082.58,1665.22,Paid Ads,Germany,0
2023-12-26,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Direct,United States,0
2023-12-27,P0077,Sports,110,77.67,15.0,8544.03,6068.7,2475.33,Email,United States,0
2023-12-28,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Organic Search,United Kingdom,0
2023-12-29,P0077,Sports,22,82.24,10.0,1809.32,1213.74,595.58,Email,United States,0
2023-12-30,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Paid Ads,Australia,0
2023-12-31,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Email,France,0
2024-01-01,P0077,Sports,29,91.38,0.0,2650.02,1599.93,1050.09,Organic Search,United States,0
2024-01-02,P0077,Sports,16,91.38,0.0,1462.08,882.72,579.36,Direct,United Kingdom,0
2024-01-03,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Paid Ads,Canada,0
2024-01-04,P0077,Sports,16,91.38,0.0,1462.08,882.72,579.36,Organic Search,United Kingdom,0
2024-01-05,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Organic Search,United States,0
2024-01-06,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Paid Ads,United States,0
2024-01-07,P0077,Sports,39,91.38,0.0,3563.82,2151.63,1412.19,Social Media,United States,0
2024-01-08,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Organic Search,Canada,0
2024-01-09,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Organic Search,Canada,0
2024-01-10,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Social Media,France,0
2024-01-11,P0077,Sports,23,86.81,5.0,1996.65,1268.91,727.74,Email,Germany,0
2024-01-12,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Organic Search,United States,0
2024-01-13,P0077,Sports,15,91.38,0.0,1370.7,827.55,543.15,Paid Ads,United States,0
2024-01-14,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Paid Ads,United States,0
2024-01-15,P0077,Sports,51,91.38,0.0,4660.38,2813.67,1846.71,Paid Ads,Australia,0
2024-01-16,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Paid Ads,United States,0
2024-01-17,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Email,United States,0
2024-01-18,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,United States,0
2024-01-19,P0077,Sports,13,77.67,15.0,1009.75,717.21,292.54,Organic Search,United States,0
2024-01-20,P0077,Sports,35,82.24,10.0,2878.47,1930.95,947.52,Direct,Canada,0
2024-01-21,P0077,Sports,15,91.38,0.0,1370.7,827.55,543.15,Organic Search,United Kingdom,0
2024-01-22,P0077,Sports,29,91.38,0.0,2650.02,1599.93,1050.09,Referral,Australia,0
2024-01-23,P0077,Sports,28,77.67,15.0,2174.84,1544.76,630.08,Organic Search,United Kingdom,0
2024-01-24,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Direct,United States,0
2024-01-25,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Email,United Kingdom,0
2024-01-26,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Organic Search,United States,0
2024-01-27,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Paid Ads,United States,0
2024-01-28,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Social Media,United States,0
2024-01-29,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Organic Search,United Kingdom,0
2024-01-30,P0077,Sports,39,86.81,5.0,3385.63,2151.63,1234.0,Paid Ads,United States,0
2024-01-31,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,Canada,0
2024-02-01,P0077,Sports,26,91.38,0.0,2375.88,1434.42,941.46,Paid Ads,Netherlands,0
2024-02-02,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Organic Search,Australia,0
2024-02-03,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Organic Search,Germany,0
2024-02-04,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Organic Search,Australia,0
2024-02-05,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Paid Ads,Germany,0
2024-02-06,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Paid Ads,United States,0
2024-02-07,P0077,Sports,11,86.81,5.0,954.92,606.87,348.05,Direct,Australia,0
2024-02-08,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Email,United Kingdom,0
2024-02-09,P0077,Sports,36,91.38,0.0,3289.68,1986.12,1303.56,Email,United States,1
2024-02-10,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Organic Search,United States,0
2024-02-11,P0077,Sports,61,91.38,0.0,5574.18,3365.37,2208.81,Paid Ads,Canada,0
2024-02-12,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Organic Search,France,0
2024-02-13,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Paid Ads,Germany,0
2024-02-14,P0077,Sports,16,91.38,0.0,1462.08,882.72,579.36,Organic Search,Australia,0
2024-02-15,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Direct,United Kingdom,0
2024-02-16,P0077,Sports,14,91.38,0.0,1279.32,772.38,506.94,Referral,United States,0
2024-02-17,P0077,Sports,14,91.38,0.0,1279.32,772.38,506.94,Social Media,United Kingdom,0
2024-02-18,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Organic Search,United States,0
2024-02-19,P0077,Sports,52,91.38,0.0,4751.76,2868.84,1882.92,Paid Ads,United Kingdom,0
2024-02-20,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Paid Ads,United Kingdom,0
2024-02-21,P0077,Sports,45,91.38,0.0,4112.1,2482.65,1629.45,Organic Search,United States,0
2024-02-22,P0077,Sports,15,91.38,0.0,1370.7,827.55,543.15,Paid Ads,France,0
2024-02-23,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Organic Search,United States,0
2024-02-24,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Direct,United States,0
2024-02-25,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Social Media,United States,0
2024-02-26,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Direct,Canada,0
2024-02-27,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Direct,Australia,0
2024-02-28,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Email,United States,0
2024-02-29,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Organic Search,United States,0
2024-03-01,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Paid Ads,Germany,0
2024-03-02,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Organic Search,United States,0
2024-03-03,P0077,Sports,40,91.38,0.0,3655.2,2206.8,1448.4,Paid Ads,United States,1
2024-03-04,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Direct,United States,0
2024-03-05,P0077,Sports,45,91.38,0.0,4112.1,2482.65,1629.45,Organic Search,United States,0
2024-03-06,P0077,Sports,45,91.38,0.0,4112.1,2482.65,1629.45,Direct,United States,0
2024-03-07,P0077,Sports,64,91.38,0.0,5848.32,3530.88,2317.44,Paid Ads,United States,0
2024-03-08,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Paid Ads,United States,0
2024-03-09,P0077,Sports,40,91.38,0.0,3655.2,2206.8,1448.4,Social Media,United States,0
2024-03-10,P0077,Sports,51,91.38,0.0,4660.38,2813.67,1846.71,Organic Search,United Kingdom,0
2024-03-11,P0077,Sports,66,91.38,0.0,6031.08,3641.22,2389.86,Email,United States,0
2024-03-12,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Direct,United States,0
2024-03-13,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Referral,France,0
2024-03-14,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Organic Search,United Kingdom,0
2024-03-15,P0077,Sports,46,91.38,0.0,4203.48,2537.82,1665.66,Paid Ads,Australia,0
2024-03-16,P0077,Sports,39,86.81,5.0,3385.63,2151.63,1234.0,Organic Search,Canada,0
2024-03-17,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Organic Search,Australia,0
2024-03-18,P0077,Sports,29,91.38,0.0,2650.02,1599.93,1050.09,Paid Ads,United States,0
2024-03-19,P0077,Sports,29,91.38,0.0,2650.02,1599.93,1050.09,Organic Search,United Kingdom,0
2024-03-20,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Email,United Kingdom,1
2024-03-21,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Paid Ads,France,0
2024-03-22,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Organic Search,United Kingdom,0
2024-03-23,P0077,Sports,30,86.81,5.0,2604.33,1655.1,949.23,Paid Ads,United Kingdom,0
2024-03-24,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Email,Australia,0
2024-03-25,P0077,Sports,11,91.38,0.0,1005.18,606.87,398.31,Paid Ads,United States,1
2024-03-26,P0077,Sports,50,82.24,10.0,4112.1,2758.5,1353.6,Email,United Kingdom,0
2024-03-27,P0077,Sports,32,77.67,15.0,2485.54,1765.44,720.1,Organic Search,United States,0
2024-03-28,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Paid Ads,United States,0
2024-03-29,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Paid Ads,Canada,0
2024-03-30,P0077,Sports,35,86.81,5.0,3038.38,1930.95,1107.43,Organic Search,Netherlands,0
2024-03-31,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Paid Ads,United States,0
2024-04-01,P0077,Sports,29,91.38,0.0,2650.02,1599.93,1050.09,Social Media,United Kingdom,0
2024-04-02,P0077,Sports,39,91.38,0.0,3563.82,2151.63,1412.19,Direct,United States,0
2024-04-03,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Email,United States,0
2024-04-04,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Social Media,United States,0
2024-04-05,P0077,Sports,47,91.38,0.0,4294.86,2592.99,1701.87,Paid Ads,Netherlands,0
2024-04-06,P0077,Sports,44,91.38,0.0,4020.72,2427.48,1593.24,Email,United States,0
2024-04-07,P0077,Sports,59,91.38,0.0,5391.42,3255.03,2136.39,Paid Ads,Australia,0
2024-04-08,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Organic Search,Australia,0
2024-04-09,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Email,United States,0
2024-04-10,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Social Media,United States,0
2024-04-11,P0077,Sports,41,91.38,0.0,3746.58,2261.97,1484.61,Email,Australia,0
2024-04-12,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Direct,Australia,0
2024-04-13,P0077,Sports,48,91.38,0.0,4386.24,2648.16,1738.08,Direct,Netherlands,0
2024-04-14,P0077,Sports,51,91.38,0.0,4660.38,2813.67,1846.71,Social Media,United States,0
2024-04-15,P0077,Sports,48,91.38,0.0,4386.24,2648.16,1738.08,Social Media,United States,0
2024-04-16,P0077,Sports,8,91.38,0.0,731.04,441.36,289.68,Organic Search,United States,0
2024-04-17,P0077,Sports,34,77.67,15.0,2640.88,1875.78,765.1,Referral,United States,1
2024-04-18,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Referral,Australia,0
2024-04-19,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Referral,Germany,0
2024-04-20,P0077,Sports,60,91.38,0.0,5482.8,3310.2,2172.6,Paid Ads,United Kingdom,0
2024-04-21,P0077,Sports,36,91.38,0.0,3289.68,1986.12,1303.56,Paid Ads,United States,0
2024-04-22,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Direct,United States,1
2024-04-23,P0077,Sports,43,91.38,0.0,3929.34,2372.31,1557.03,Referral,United States,0
2024-04-24,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,United States,0
2024-04-25,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Direct,United Kingdom,0
2024-04-26,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Organic Search,United States,0
2024-04-27,P0077,Sports,15,82.24,10.0,1233.63,827.55,406.08,Organic Search,United States,0
2024-04-28,P0077,Sports,34,91.38,0.0,3106.92,1875.78,1231.14,Social Media,Netherlands,0
2024-04-29,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Organic Search,United States,0
2024-04-30,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Organic Search,France,0
2024-05-01,P0077,Sports,36,91.38,0.0,3289.68,1986.12,1303.56,Email,France,0
2024-05-02,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Email,Australia,0
2024-05-03,P0077,Sports,49,82.24,10.0,4029.86,2703.33,1326.53,Direct,Canada,0
2024-05-04,P0077,Sports,32,91.38,0.0,2924.16,1765.44,1158.72,Organic Search,Canada,0
2024-05-05,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Paid Ads,United States,0
2024-05-06,P0077,Sports,44,91.38,0.0,4020.72,2427.48,1593.24,Email,Netherlands,0
2024-05-07,P0077,Sports,10,91.38,0.0,913.8,551.7,362.1,Paid Ads,United States,0
2024-05-08,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Paid Ads,United States,0
2024-05-09,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Direct,United States,0
2024-05-10,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Social Media,United States,0
2024-05-11,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Social Media,Germany,0
2024-05-12,P0077,Sports,51,91.38,0.0,4660.38,2813.67,1846.71,Email,Canada,0
2024-05-13,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Paid Ads,United States,0
2024-05-14,P0077,Sports,26,91.38,0.0,2375.88,1434.42,941.46,Direct,Canada,0
2024-05-15,P0077,Sports,24,82.24,10.0,1973.81,1324.08,649.73,Direct,United States,0
2024-05-16,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Paid Ads,United States,0
2024-05-17,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Organic Search,United States,0
2024-05-18,P0077,Sports,14,91.38,0.0,1279.32,772.38,506.94,Email,Germany,0
2024-05-19,P0077,Sports,14,91.38,0.0,1279.32,772.38,506.94,Organic Search,United States,0
2024-05-20,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,United States,0
2024-05-21,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Direct,United Kingdom,0
2024-05-22,P0077,Sports,42,91.38,0.0,3837.96,2317.14,1520.82,Organic Search,United Kingdom,0
2024-05-23,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Social Media,United States,0
2024-05-24,P0077,Sports,41,91.38,0.0,3746.58,2261.97,1484.61,Paid Ads,United States,0
2024-05-25,P0077,Sports,28,82.24,10.0,2302.78,1544.76,758.02,Organic Search,United States,0
2024-05-26,P0077,Sports,43,91.38,0.0,3929.34,2372.31,1557.03,Organic Search,Canada,0
2024-05-27,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,Australia,0
2024-05-28,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Direct,United Kingdom,0
2024-05-29,P0077,Sports,85,91.38,0.0,7767.3,4689.45,3077.85,Social Media,Canada,0
2024-05-30,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Email,United Kingdom,0
2024-05-31,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Email,United States,0
2024-06-01,P0077,Sports,11,91.38,0.0,1005.18,606.87,398.31,Social Media,Germany,0
2024-06-02,P0077,Sports,16,91.38,0.0,1462.08,882.72,579.36,Email,United Kingdom,0
2024-06-03,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Organic Search,United States,0
2024-06-04,P0077,Sports,39,91.38,0.0,3563.82,2151.63,1412.19,Paid Ads,United Kingdom,0
2024-06-05,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Organic Search,United States,0
2024-06-06,P0077,Sports,24,77.67,15.0,1864.15,1324.08,540.07,Organic Search,Australia,0
2024-06-07,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Paid Ads,United States,0
2024-06-08,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Direct,United Kingdom,0
2024-06-09,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Paid Ads,Canada,0
2024-06-10,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Paid Ads,Germany,1
2024-06-11,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,France,0
2024-06-12,P0077,Sports,15,91.38,0.0,1370.7,827.55,543.15,Paid Ads,Canada,0
2024-06-13,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Direct,United States,0
2024-06-14,P0077,Sports,23,86.81,5.0,1996.65,1268.91,727.74,Email,United States,0
2024-06-15,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Paid Ads,France,0
2024-06-16,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Social Media,United States,0
2024-06-17,P0077,Sports,14,91.38,0.0,1279.32,772.38,506.94,Email,United Kingdom,0
2024-06-18,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Paid Ads,United States,1
2024-06-19,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Paid Ads,France,0
2024-06-20,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Organic Search,United Kingdom,0
2024-06-21,P0077,Sports,82,91.38,0.0,7493.16,4523.94,2969.22,Paid Ads,Netherlands,0
2024-06-22,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Paid Ads,United Kingdom,0
2024-06-23,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Organic Search,United Kingdom,0
2024-06-24,P0077,Sports,15,91.38,0.0,1370.7,827.55,543.15,Organic Search,United States,0
2024-06-25,P0077,Sports,18,77.67,15.0,1398.11,993.06,405.05,Organic Search,United States,0
2024-06-26,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Organic Search,United Kingdom,0
2024-06-27,P0077,Sports,26,82.24,10.0,2138.29,1434.42,703.87,Organic Search,United States,0
2024-06-28,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Paid Ads,United States,0
2024-06-29,P0077,Sports,10,91.38,0.0,913.8,551.7,362.1,Paid Ads,United Kingdom,0
2024-06-30,P0077,Sports,22,82.24,10.0,1809.32,1213.74,595.58,Email,United States,0
2024-07-01,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Organic Search,Australia,0
2024-07-02,P0077,Sports,26,82.24,10.0,2138.29,1434.42,703.87,Organic Search,United States,0
2024-07-03,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,United States,1
2024-07-04,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Social Media,Australia,0
2024-07-05,P0077,Sports,18,77.67,15.0,1398.11,993.06,405.05,Organic Search,United Kingdom,1
2024-07-06,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Email,Australia,0
2024-07-07,P0077,Sports,39,91.38,0.0,3563.82,2151.63,1412.19,Organic Search,Australia,0
2024-07-08,P0077,Sports,21,77.67,15.0,1631.13,1158.57,472.56,Paid Ads,United Kingdom,0
2024-07-09,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Paid Ads,United States,0
2024-07-10,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Organic Search,United States,0
2024-07-11,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Direct,United States,0
2024-07-12,P0077,Sports,25,91.38,0.0,2284.5,1379.25,905.25,Paid Ads,United States,0
2024-07-13,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Social Media,Germany,0
2024-07-14,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Social Media,United States,0
2024-07-15,P0077,Sports,40,91.38,0.0,3655.2,2206.8,1448.4,Paid Ads,United Kingdom,0
2024-07-16,P0077,Sports,22,86.81,5.0,1909.84,1213.74,696.1,Paid Ads,United States,0
2024-07-17,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Referral,United Kingdom,0
2024-07-18,P0077,Sports,11,91.38,0.0,1005.18,606.87,398.31,Social Media,Australia,0
2024-07-19,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Organic Search,United States,0
2024-07-20,P0077,Sports,13,86.81,5.0,1128.54,717.21,411.33,Referral,Germany,0
2024-07-21,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Social Media,United States,0
2024-07-22,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Organic Search,Canada,0
2024-07-23,P0077,Sports,18,91.38,0.0,1644.84,993.06,651.78,Organic Search,United Kingdom,0
2024-07-24,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Direct,Australia,0
2024-07-25,P0077,Sports,45,82.24,10.0,3700.89,2482.65,1218.24,Organic Search,United States,0
2024-07-26,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Organic Search,United Kingdom,0
2024-07-27,P0077,Sports,19,91.38,0.0,1736.22,1048.23,687.99,Email,Germany,0
2024-07-28,P0077,Sports,17,91.38,0.0,1553.46,937.89,615.57,Organic Search,United States,0
2024-07-29,P0077,Sports,34,91.38,0.0,3106.92,1875.78,1231.14,Organic Search,United Kingdom,0
2024-07-30,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Email,United States,0
2024-07-31,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Social Media,United States,0
2024-08-01,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Organic Search,United States,0
2024-08-02,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Social Media,United Kingdom,0
2024-08-03,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Social Media,United States,0
2024-08-04,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Organic Search,United States,0
2024-08-05,P0077,Sports,35,91.38,0.0,3198.3,1930.95,1267.35,Email,United Kingdom,0
2024-08-06,P0077,Sports,43,91.38,0.0,3929.34,2372.31,1557.03,Social Media,Australia,0
2024-08-07,P0077,Sports,47,91.38,0.0,4294.86,2592.99,1701.87,Paid Ads,United States,0
2024-08-08,P0077,Sports,36,91.38,0.0,3289.68,1986.12,1303.56,Paid Ads,Germany,0
2024-08-09,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Organic Search,United States,0
2024-08-10,P0077,Sports,27,86.81,5.0,2343.9,1489.59,854.31,Paid Ads,United States,0
2024-08-11,P0077,Sports,31,91.38,0.0,2832.78,1710.27,1122.51,Social Media,United States,0
2024-08-12,P0077,Sports,40,91.38,0.0,3655.2,2206.8,1448.4,Email,Germany,0
2024-08-13,P0077,Sports,21,91.38,0.0,1918.98,1158.57,760.41,Organic Search,Germany,0
2024-08-14,P0077,Sports,13,91.38,0.0,1187.94,717.21,470.73,Organic Search,Australia,0
2024-08-15,P0077,Sports,74,82.24,10.0,6085.91,4082.58,2003.33,Social Media,United States,0
2024-08-16,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Paid Ads,United States,0
2024-08-17,P0077,Sports,22,91.38,0.0,2010.36,1213.74,796.62,Organic Search,United Kingdom,0
2024-08-18,P0077,Sports,12,91.38,0.0,1096.56,662.04,434.52,Social Media,United States,0
2024-08-19,P0077,Sports,34,91.38,0.0,3106.92,1875.78,1231.14,Paid Ads,United States,0
2024-08-20,P0077,Sports,38,82.24,10.0,3125.2,2096.46,1028.74,Organic Search,United States,0
2024-08-21,P0077,Sports,50,91.38,0.0,4569.0,2758.5,1810.5,Paid Ads,United Kingdom,0
2024-08-22,P0077,Sports,33,91.38,0.0,3015.54,1820.61,1194.93,Direct,United States,0
2024-08-23,P0077,Sports,33,86.81,5.0,2864.76,1820.61,1044.15,Referral,United Kingdom,0
2024-08-24,P0077,Sports,30,91.38,0.0,2741.4,1655.1,1086.3,Social Media,United Kingdom,0
2024-08-25,P0077,Sports,23,91.38,0.0,2101.74,1268.91,832.83,Social Media,United States,0
2024-08-26,P0077,Sports,59,91.38,0.0,5391.42,3255.03,2136.39,Paid Ads,United States,0
2024-08-27,P0077,Sports,48,91.38,0.0,4386.24,2648.16,1738.08,Social Media,United States,0
2024-08-28,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Paid Ads,United States,0
2024-08-29,P0077,Sports,45,91.38,0.0,4112.1,2482.65,1629.45,Paid Ads,Germany,0
2024-08-30,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Direct,United States,0
2024-08-31,P0077,Sports,100,91.38,0.0,9138.0,5517.0,3621.0,Referral,United Kingdom,0
2024-09-01,P0077,Sports,23,82.24,10.0,1891.57,1268.91,622.66,Referral,Australia,0
2024-09-02,P0077,Sports,41,91.38,0.0,3746.58,2261.97,1484.61,Social Media,United Kingdom,0
2024-09-03,P0077,Sports,37,91.38,0.0,3381.06,2041.29,1339.77,Email,United States,0
2024-09-04,P0077,Sports,57,91.38,0.0,5208.66,3144.69,2063.97,Paid Ads,United States,0
2024-09-05,P0077,Sports,45,82.24,10.0,3700.89,2482.65,1218.24,Paid Ads,United States,0
2024-09-06,P0077,Sports,61,91.38,0.0,5574.18,3365.37,2208.81,Referral,United Kingdom,0
2024-09-07,P0077,Sports,20,91.38,0.0,1827.6,1103.4,724.2,Organic Search,Canada,0
2024-09-08,P0077,Sports,20,77.67,15.0,1553.46,1103.4,450.06,Paid Ads,Australia,1
2024-09-09,P0077,Sports,41,91.38,0.0,3746.58,2261.97,1484.61,Organic Search,France,0
2024-09-10,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Paid Ads,United Kingdom,1
2024-09-11,P0077,Sports,38,91.38,0.0,3472.44,2096.46,1375.98,Paid Ads,United Kingdom,0
2024-09-12,P0077,Sports,28,91.38,0.0,2558.64,1544.76,1013.88,Paid Ads,Germany,0
2024-09-13,P0077,Sports,39,91.38,0.0,3563.82,2151.63,1412.19,Paid Ads,United States,0
2024-09-14,P0077,Sports,24,91.38,0.0,2193.12,1324.08,869.04,Social Media,United Kingdom,0
2024-09-15,P0077,Sports,27,91.38,0.0,2467.26,1489.59,977.67,Email,United States,0
2024-09-16,P0077,Sports,36,91.38,0.0,3289.68,1986.12,1303.56,Organic Search,United States,0
2024-09-17,P0077,Sports,57,91.38,0.0,5208.66,3144.69,2063.97,Organic Search,United Kingdom,0
2024-09-18,P0077,Sports,46,91.38,0.0,4203.48,2537.82,1665.66,Organic Search,Canada,0
